"Year_ID_Location";"Year_ID";"ID";"Year_Location";"Year";"Location";"Island";"in_out";"Least_age";"Least_hatchyear";"filled";"obs";"capt";"gene_new";"Sex";"Own_survival";"N_Recruits";"r2s";"parent_in_pedigree";"present_in_pedigree";"ever_a_parent";"ringed_ad_recorded";"estimated_pop_size";"observed_breeding_popsize"
"1271";"1999_8732523_lovund";"1999_8732523";"8732523";"1999_lovund";1999;"lovund";34;1;1;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";24;44;26
"1272";"1999_8732524_sleneset";"1999_8732524";"8732524";"1999_sleneset";1999;"sleneset";35;1;1;1998;"yes";NA;NA;NA;"f";1;0;2;"no";"no";"never";40;75;52
"1273";"2000_8732524_sleneset";"2000_8732524";"8732524";"2000_sleneset";2000;"sleneset";35;1;2;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"no";"never";50;60;52
"1274";"1999_8732525_sleneset";"1999_8732525";"8732525";"1999_sleneset";1999;"sleneset";35;1;1;1998;"no";"obs";NA;NA;"f";1;1;3;"yes";"yes";"yes";40;75;52
"1275";"2000_8732525_sleneset";"2000_8732525";"8732525";"2000_sleneset";2000;"sleneset";35;1;2;1998;"no";"obs";"capt";NA;"f";0;0;0;"no";"yes";"yes";50;60;52
"1276";"1998_8732526_sleneset";"1998_8732526";"8732526";"1998_sleneset";1998;"sleneset";35;1;1;1997;"no";"obs";"capt";NA;"m";0;0;0;"no";"no";"never";32;45;35
"1277";"1999_8732527_sleneset";"1999_8732527";"8732527";"1999_sleneset";1999;"sleneset";35;1;1;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"never";40;75;52
"1278";"1998_8732531_sleneset";"1998_8732531";"8732531";"1998_sleneset";1998;"sleneset";35;1;1;1997;"no";NA;"capt";NA;"m";0;1;1;"yes";"yes";"yes";32;45;35
"1279";"1999_8732537_sleneset";"1999_8732537";"8732537";"1999_sleneset";1999;"sleneset";35;1;1;1998;"yes";NA;NA;NA;"f";1;0;2;"no";"yes";"never";40;75;52
"1280";"2000_8732537_sleneset";"2000_8732537";"8732537";"2000_sleneset";2000;"sleneset";35;1;2;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";50;60;52
"1281";"1999_8732540_sleneset";"1999_8732540";"8732540";"1999_sleneset";1999;"sleneset";35;1;1;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"no";"never";40;75;52
"1282";"1999_8732541_lovund";"1999_8732541";"8732541";"1999_lovund";1999;"lovund";34;1;1;1998;"no";"obs";"capt";NA;"f";0;0;0;"no";"no";"never";24;44;26
"1283";"1999_8732544_selvær";"1999_8732544";"8732544";"1999_selvær";1999;"selvær";24;1;1;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"no";"never";77;92;76
"1284";"1999_8732545_sleneset";"1999_8732545";"8732545";"1999_sleneset";1999;"sleneset";35;1;1;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"no";"never";40;75;52
"1285";"1999_8732547_sleneset";"1999_8732547";"8732547";"1999_sleneset";1999;"sleneset";35;1;1;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";40;75;52
"1286";"1999_8732548_sleneset";"1999_8732548";"8732548";"1999_sleneset";1999;"sleneset";35;1;1;1998;"no";"obs";NA;NA;"f";1;0;2;"no";"no";"never";40;75;52
"1287";"2000_8732548_sleneset";"2000_8732548";"8732548";"2000_sleneset";2000;"sleneset";35;1;2;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"no";"never";50;60;52
"1288";"1999_8732549_sleneset";"1999_8732549";"8732549";"1999_sleneset";1999;"sleneset";35;1;1;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"no";"never";40;75;52
"1289";"1999_8732552_indre kvarøy";"1999_8732552";"8732552";"1999_indre kvarøy";1999;"indre kvarøy";28;0;1;1998;"no";"obs";NA;NA;"m";1;0;2;"no";"yes";"yes";44;51;49
"1290";"2000_8732552_indre kvarøy";"2000_8732552";"8732552";"2000_indre kvarøy";2000;"indre kvarøy";28;0;2;1998;"no";"obs";"capt";NA;"m";1;1;3;"yes";"yes";"yes";25;32;30
"1291";"2001_8732552_indre kvarøy";"2001_8732552";"8732552";"2001_indre kvarøy";2001;"indre kvarøy";28;0;3;1998;"no";"obs";"capt";NA;"m";0;1;1;"yes";"yes";"yes";32;40;35
"1292";"1999_8732559_indre kvarøy";"1999_8732559";"8732559";"1999_indre kvarøy";1999;"indre kvarøy";28;0;1;1998;"no";"obs";"capt";NA;"m";1;0;2;"no";"no";"never";44;51;49
"1293";"2000_8732559_indre kvarøy";"2000_8732559";"8732559";"2000_indre kvarøy";2000;"indre kvarøy";28;0;2;1998;"no";"obs";NA;NA;"m";1;0;2;"no";"no";"never";25;32;30
"1294";"2001_8732559_indre kvarøy";"2001_8732559";"8732559";"2001_indre kvarøy";2001;"indre kvarøy";28;0;3;1998;"no";"obs";"capt";NA;"m";1;0;2;"no";"no";"never";32;40;35
"1295";"2002_8732559_indre kvarøy";"2002_8732559";"8732559";"2002_indre kvarøy";2002;"indre kvarøy";28;0;4;1998;"no";"obs";NA;NA;"m";1;0;2;"no";"no";"never";31;38;33
"1296";"2003_8732559_indre kvarøy";"2003_8732559";"8732559";"2003_indre kvarøy";2003;"indre kvarøy";28;0;5;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"no";"never";30;50;36
"1297";"1999_8732561_gjerøy";"1999_8732561";"8732561";"1999_gjerøy";1999;"gjerøy";26;0;1;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"never";63;78;70
"1298";"1999_8732565_gjerøy";"1999_8732565";"8732565";"1999_gjerøy";1999;"gjerøy";26;0;1;1998;"no";"obs";NA;NA;"m";1;2;4;"yes";"yes";"yes";63;78;70
"1299";"2000_8732565_gjerøy";"2000_8732565";"8732565";"2000_gjerøy";2000;"gjerøy";26;0;2;1998;"no";"obs";"capt";NA;"m";1;1;3;"yes";"yes";"yes";61;67;66
"1300";"2001_8732565_gjerøy";"2001_8732565";"8732565";"2001_gjerøy";2001;"gjerøy";26;0;3;1998;"no";"obs";"capt";NA;"m";0;3;3;"yes";"yes";"yes";48;59;54
"1301";"1999_8732570_lurøy-onøy";"1999_8732570";"8732570";"1999_lurøy-onøy";1999;"lurøy-onøy";33;0;1;1998;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";35;108;43
"1302";"2000_8732570_lurøy-onøy";"2000_8732570";"8732570";"2000_lurøy-onøy";2000;"lurøy-onøy";33;0;2;1998;"no";"obs";NA;NA;"m";0;2;2;"yes";"yes";"yes";41;71;42
"1303";"1999_8732575_lurøy-onøy";"1999_8732575";"8732575";"1999_lurøy-onøy";1999;"lurøy-onøy";33;0;1;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"never";35;108;43
"1304";"1999_8732576_lurøy-onøy";"1999_8732576";"8732576";"1999_lurøy-onøy";1999;"lurøy-onøy";33;0;1;1998;"no";"obs";"capt";NA;"f";0;2;2;"yes";"yes";"yes";35;108;43
"1305";"1999_8732577_lurøy-onøy";"1999_8732577";"8732577";"1999_lurøy-onøy";1999;"lurøy-onøy";33;0;1;1998;"no";"obs";"capt";NA;"m";0;0;0;"no";"yes";"never";35;108;43
"1306";"1998_8732579_lurøy-onøy";"1998_8732579";"8732579";"1998_lurøy-onøy";1998;"lurøy-onøy";33;0;1;1997;"no";NA;"capt";NA;"m";1;1;3;"yes";"yes";"yes";39;48;40
"1307";"1999_8732579_lurøy-onøy";"1999_8732579";"8732579";"1999_lurøy-onøy";1999;"lurøy-onøy";33;0;2;1997;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"yes";35;108;43
"1308";"1998_8732586_lurøy-onøy";"1998_8732586";"8732586";"1998_lurøy-onøy";1998;"lurøy-onøy";33;0;1;1997;"no";"obs";"capt";NA;"m";0;0;0;"no";"no";"never";39;48;40
"1309";"1999_8732588_lurøy-onøy";"1999_8732588";"8732588";"1999_lurøy-onøy";1999;"lurøy-onøy";33;0;1;1998;"no";"obs";"capt";NA;"m";0;0;0;"no";"yes";"never";35;108;43
"1310";"1999_8732589_træna";"1999_8732589";"8732589";"1999_træna";1999;"træna";23;1;1;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"no";"never";63;77;62
"1311";"1999_8732590_træna";"1999_8732590";"8732590";"1999_træna";1999;"træna";23;1;1;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"no";"never";63;77;62
"1312";"1999_8732591_træna";"1999_8732591";"8732591";"1999_træna";1999;"træna";23;1;1;1998;"no";"obs";"capt";NA;"m";0;0;0;"no";"no";"never";63;77;62
"1313";"1999_8732595_lurøy-onøy";"1999_8732595";"8732595";"1999_lurøy-onøy";1999;"lurøy-onøy";33;0;1;1998;"no";NA;"capt";NA;"m";1;1;3;"yes";"yes";"yes";35;108;43
"1314";"2000_8732595_lurøy-onøy";"2000_8732595";"8732595";"2000_lurøy-onøy";2000;"lurøy-onøy";33;0;2;1998;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";41;71;42
"1315";"2001_8732595_lurøy-onøy";"2001_8732595";"8732595";"2001_lurøy-onøy";2001;"lurøy-onøy";33;0;3;1998;"yes";NA;NA;NA;"m";1;2;4;"yes";"yes";"yes";25;61;30
"1316";"2002_8732595_lurøy-onøy";"2002_8732595";"8732595";"2002_lurøy-onøy";2002;"lurøy-onøy";33;0;4;1998;"no";"obs";"capt";NA;"m";0;0;0;"yes";"yes";"yes";9;12;15
"1317";"1999_8732597_lurøy-onøy";"1999_8732597";"8732597";"1999_lurøy-onøy";1999;"lurøy-onøy";33;0;1;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";35;108;43
"1318";"1998_8732598_lurøy-onøy";"1998_8732598";"8732598";"1998_lurøy-onøy";1998;"lurøy-onøy";33;0;1;1997;"no";NA;"capt";NA;"m";0;0;0;"no";"yes";"never";39;48;40
"1319";"1998_8732600_lurøy-onøy";"1998_8732600";"8732600";"1998_lurøy-onøy";1998;"lurøy-onøy";33;0;1;1997;"no";NA;"capt";NA;"m";1;1;3;"yes";"yes";"yes";39;48;40
"1320";"1999_8732600_lurøy-onøy";"1999_8732600";"8732600";"1999_lurøy-onøy";1999;"lurøy-onøy";33;0;2;1997;"no";"obs";NA;NA;"m";1;0;2;"no";"yes";"yes";35;108;43
"1321";"2000_8732600_hestmannøy";"2000_8732600";"8732600";"2000_hestmannøy";2000;"hestmannøy";27;0;3;1997;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"yes";108;121;123
"1322";"1998_8732602_lurøy-onøy";"1998_8732602";"8732602";"1998_lurøy-onøy";1998;"lurøy-onøy";33;0;1;1997;"no";NA;"capt";NA;"m";0;0;0;"no";"yes";"never";39;48;40
"1323";"1999_8732605_sleneset";"1999_8732605";"8732605";"1999_sleneset";1999;"sleneset";35;1;1;1998;"no";"obs";"capt";NA;"f";1;1;3;"yes";"yes";"yes";40;75;52
"1324";"2000_8732605_sleneset";"2000_8732605";"8732605";"2000_sleneset";2000;"sleneset";35;1;2;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"yes";50;60;52
"1325";"1999_8732608_sleneset";"1999_8732608";"8732608";"1999_sleneset";1999;"sleneset";35;1;1;1998;"yes";NA;NA;NA;"f";1;0;2;"no";"yes";"never";40;75;52
"1326";"2000_8732608_sleneset";"2000_8732608";"8732608";"2000_sleneset";2000;"sleneset";35;1;2;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";50;60;52
"1327";"1999_8732610_sleneset";"1999_8732610";"8732610";"1999_sleneset";1999;"sleneset";35;1;1;1998;"yes";NA;NA;NA;"f";1;0;2;"no";"yes";"yes";40;75;52
"1328";"2000_8732610_sleneset";"2000_8732610";"8732610";"2000_sleneset";2000;"sleneset";35;1;2;1998;"yes";NA;NA;NA;"f";1;0;2;"no";"yes";"yes";50;60;52
"1329";"2001_8732610_sleneset";"2001_8732610";"8732610";"2001_sleneset";2001;"sleneset";35;1;3;1998;"yes";NA;NA;NA;"f";1;1;3;"yes";"yes";"yes";33;41;39
"1330";"2002_8732610_sleneset";"2002_8732610";"8732610";"2002_sleneset";2002;"sleneset";35;1;4;1998;"no";"obs";"capt";NA;"f";1;1;3;"yes";"yes";"yes";21;47;34
"1331";"2003_8732610_sleneset";"2003_8732610";"8732610";"2003_sleneset";2003;"sleneset";35;1;5;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"yes";26;35;35
"1332";"1999_8732614_sleneset";"1999_8732614";"8732614";"1999_sleneset";1999;"sleneset";35;1;1;1998;"no";"obs";NA;NA;"f";1;0;2;"no";"yes";"yes";40;75;52
"1333";"2000_8732614_sleneset";"2000_8732614";"8732614";"2000_sleneset";2000;"sleneset";35;1;2;1998;"yes";NA;NA;NA;"f";1;0;2;"no";"yes";"yes";50;60;52
"1334";"2001_8732614_sleneset";"2001_8732614";"8732614";"2001_sleneset";2001;"sleneset";35;1;3;1998;"gene_new";NA;NA;"gene_new";"f";1;1;3;"yes";"yes";"yes";33;41;39
"1335";"2002_8732614_sleneset";"2002_8732614";"8732614";"2002_sleneset";2002;"sleneset";35;1;4;1998;"gene_new";NA;NA;"gene_new";"f";1;2;4;"yes";"yes";"yes";21;47;34
"1336";"2003_8732614_sleneset";"2003_8732614";"8732614";"2003_sleneset";2003;"sleneset";35;1;5;1998;"gene_new";NA;NA;"gene_new";"f";1;1;3;"yes";"yes";"yes";26;35;35
"1337";"2004_8732614_sleneset";"2004_8732614";"8732614";"2004_sleneset";2004;"sleneset";35;1;6;1998;"gene_new";NA;NA;"gene_new";"f";0;1;1;"yes";"yes";"yes";17;43;30
"1338";"1999_8732615_sleneset";"1999_8732615";"8732615";"1999_sleneset";1999;"sleneset";35;1;1;1998;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";40;75;52
"1339";"2000_8732615_sleneset";"2000_8732615";"8732615";"2000_sleneset";2000;"sleneset";35;1;2;1998;"no";"obs";NA;NA;"m";1;0;2;"no";"yes";"yes";50;60;52
"1340";"2001_8732615_sleneset";"2001_8732615";"8732615";"2001_sleneset";2001;"sleneset";35;1;3;1998;"no";"obs";NA;NA;"m";1;0;2;"no";"yes";"yes";33;41;39
"1341";"2002_8732615_sleneset";"2002_8732615";"8732615";"2002_sleneset";2002;"sleneset";35;1;4;1998;"no";"obs";NA;NA;"m";1;1;3;"yes";"yes";"yes";21;47;34
"1342";"2003_8732615_sleneset";"2003_8732615";"8732615";"2003_sleneset";2003;"sleneset";35;1;5;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"yes";26;35;35
"1343";"1999_8732616_sleneset";"1999_8732616";"8732616";"1999_sleneset";1999;"sleneset";35;1;1;1998;"yes";NA;NA;NA;"m";1;0;2;"no";"no";"never";40;75;52
"1344";"2000_8732616_sleneset";"2000_8732616";"8732616";"2000_sleneset";2000;"sleneset";35;1;2;1998;"yes";NA;NA;NA;"m";1;0;2;"no";"no";"never";50;60;52
"1345";"2001_8732616_sleneset";"2001_8732616";"8732616";"2001_sleneset";2001;"sleneset";35;1;3;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"no";"never";33;41;39
"1346";"1999_8732620_lurøy-onøy";"1999_8732620";"8732620";"1999_lurøy-onøy";1999;"lurøy-onøy";33;0;1;1998;"no";"obs";"capt";NA;"f";0;0;0;"no";"no";"never";35;108;43
"1347";"1999_8732621_træna";"1999_8732621";"8732621";"1999_træna";1999;"træna";23;1;1;1998;"no";"obs";"capt";NA;"m";0;0;0;"no";"no";"never";63;77;62
"1348";"1999_8732622_sleneset";"1999_8732622";"8732622";"1999_sleneset";1999;"sleneset";35;1;1;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"no";"never";40;75;52
"1349";"1999_8732625_sleneset";"1999_8732625";"8732625";"1999_sleneset";1999;"sleneset";35;1;1;1998;"no";"obs";"capt";NA;"f";1;0;2;"no";"yes";"yes";40;75;52
"1350";"2000_8732625_sleneset";"2000_8732625";"8732625";"2000_sleneset";2000;"sleneset";35;1;2;1998;"no";"obs";NA;NA;"f";1;1;3;"yes";"yes";"yes";50;60;52
"1351";"2001_8732625_sleneset";"2001_8732625";"8732625";"2001_sleneset";2001;"sleneset";35;1;3;1998;"no";"obs";NA;NA;"f";0;3;3;"yes";"yes";"yes";33;41;39
"1352";"1998_8732626_sleneset";"1998_8732626";"8732626";"1998_sleneset";1998;"sleneset";35;1;1;1997;"no";"obs";"capt";NA;"f";1;0;2;"no";"yes";"never";32;45;35
"1353";"1999_8732626_sleneset";"1999_8732626";"8732626";"1999_sleneset";1999;"sleneset";35;1;2;1997;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";40;75;52
"1354";"1999_8732631_sleneset";"1999_8732631";"8732631";"1999_sleneset";1999;"sleneset";35;1;1;1998;"yes";NA;NA;NA;"m";1;0;2;"no";"no";"never";40;75;52
"1355";"2000_8732631_sleneset";"2000_8732631";"8732631";"2000_sleneset";2000;"sleneset";35;1;2;1998;"no";"obs";NA;NA;"m";1;0;2;"no";"no";"never";50;60;52
"1356";"2001_8732631_sleneset";"2001_8732631";"8732631";"2001_sleneset";2001;"sleneset";35;1;3;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"no";"never";33;41;39
"1357";"1999_8732634_sleneset";"1999_8732634";"8732634";"1999_sleneset";1999;"sleneset";35;1;1;1998;"yes";NA;NA;NA;"f";1;1;3;"yes";"yes";"yes";40;75;52
"1358";"2000_8732634_sleneset";"2000_8732634";"8732634";"2000_sleneset";2000;"sleneset";35;1;2;1998;"no";"obs";NA;NA;"f";1;0;2;"no";"yes";"yes";50;60;52
"1359";"2001_8732634_sleneset";"2001_8732634";"8732634";"2001_sleneset";2001;"sleneset";35;1;3;1998;"no";"obs";NA;NA;"f";0;1;1;"yes";"yes";"yes";33;41;39
"1360";"1999_8732637_hestmannøy";"1999_8732637";"8732637";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";NA;"capt";NA;"f";1;0;2;"no";"yes";"yes";120;154;133
"1361";"2000_8732637_hestmannøy";"2000_8732637";"8732637";"2000_hestmannøy";2000;"hestmannøy";27;0;2;1998;"no";NA;"capt";NA;"f";1;2;4;"yes";"yes";"yes";108;121;123
"1362";"2001_8732637_hestmannøy";"2001_8732637";"8732637";"2001_hestmannøy";2001;"hestmannøy";27;0;3;1998;"yes";NA;NA;NA;"f";1;0;2;"no";"yes";"yes";105;141;117
"1363";"2002_8732637_hestmannøy";"2002_8732637";"8732637";"2002_hestmannøy";2002;"hestmannøy";27;0;4;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"yes";62;81;75
"1364";"1999_8732638_hestmannøy";"1999_8732638";"8732638";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";120;154;133
"1365";"1999_8732639_hestmannøy";"1999_8732639";"8732639";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"never";120;154;133
"1366";"2000_8732639_hestmannøy";"2000_8732639";"8732639";"2000_hestmannøy";2000;"hestmannøy";27;0;2;1998;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"never";108;121;123
"1367";"2001_8732639_hestmannøy";"2001_8732639";"8732639";"2001_hestmannøy";2001;"hestmannøy";27;0;3;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"never";105;141;117
"1368";"1999_8732640_hestmannøy";"1999_8732640";"8732640";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";NA;NA;"m";0;2;2;"yes";"yes";"yes";120;154;133
"1369";"1999_8732641_hestmannøy";"1999_8732641";"8732641";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";"capt";NA;"m";0;0;0;"no";"yes";"never";120;154;133
"1370";"1999_8732644_hestmannøy";"1999_8732644";"8732644";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";"capt";NA;"f";0;0;0;"no";"yes";"never";120;154;133
"1371";"1999_8732646_hestmannøy";"1999_8732646";"8732646";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";NA;NA;"m";1;0;2;"no";"yes";"yes";120;154;133
"1372";"2000_8732646_hestmannøy";"2000_8732646";"8732646";"2000_hestmannøy";2000;"hestmannøy";27;0;2;1998;"no";"obs";NA;NA;"m";1;0;2;"no";"yes";"yes";108;121;123
"1373";"2001_8732646_hestmannøy";"2001_8732646";"8732646";"2001_hestmannøy";2001;"hestmannøy";27;0;3;1998;"no";NA;"capt";NA;"m";0;1;1;"yes";"yes";"yes";105;141;117
"1374";"1999_8732647_hestmannøy";"1999_8732647";"8732647";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";NA;"capt";NA;"m";1;0;2;"no";"yes";"yes";120;154;133
"1375";"2000_8732647_hestmannøy";"2000_8732647";"8732647";"2000_hestmannøy";2000;"hestmannøy";27;0;2;1998;"no";"obs";NA;NA;"m";1;1;3;"yes";"yes";"yes";108;121;123
"1376";"2001_8732647_hestmannøy";"2001_8732647";"8732647";"2001_hestmannøy";2001;"hestmannøy";27;0;3;1998;"gene_new";NA;NA;"gene_new";"m";0;2;2;"yes";"yes";"yes";105;141;117
"1377";"1998_8732648_hestmannøy";"1998_8732648";"8732648";"1998_hestmannøy";1998;"hestmannøy";27;0;1;1997;"no";NA;"capt";NA;"f";1;1;3;"yes";"yes";"yes";82;118;97
"1378";"1999_8732648_hestmannøy";"1999_8732648";"8732648";"1999_hestmannøy";1999;"hestmannøy";27;0;2;1997;"no";"obs";NA;NA;"f";1;0;2;"no";"yes";"yes";120;154;133
"1379";"2000_8732648_hestmannøy";"2000_8732648";"8732648";"2000_hestmannøy";2000;"hestmannøy";27;0;3;1997;"no";"obs";"capt";NA;"f";0;1;1;"yes";"yes";"yes";108;121;123
"1380";"1999_8732649_hestmannøy";"1999_8732649";"8732649";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";120;154;133
"1381";"2000_8732649_hestmannøy";"2000_8732649";"8732649";"2000_hestmannøy";2000;"hestmannøy";27;0;2;1998;"no";"obs";"capt";NA;"m";1;2;4;"yes";"yes";"yes";108;121;123
"1382";"2001_8732649_hestmannøy";"2001_8732649";"8732649";"2001_hestmannøy";2001;"hestmannøy";27;0;3;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"yes";105;141;117
"1383";"1999_8732650_hestmannøy";"1999_8732650";"8732650";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";NA;NA;"m";1;0;2;"no";"yes";"never";120;154;133
"1384";"2000_8732650_hestmannøy";"2000_8732650";"8732650";"2000_hestmannøy";2000;"hestmannøy";27;0;2;1998;"no";"obs";"capt";NA;"m";0;0;0;"no";"yes";"never";108;121;123
"1385";"1999_8732651_hestmannøy";"1999_8732651";"8732651";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";"capt";NA;"f";1;0;2;"no";"yes";"never";120;154;133
"1386";"2000_8732651_hestmannøy";"2000_8732651";"8732651";"2000_hestmannøy";2000;"hestmannøy";27;0;2;1998;"no";NA;"capt";NA;"f";0;0;0;"no";"yes";"never";108;121;123
"1387";"1999_8732652_hestmannøy";"1999_8732652";"8732652";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";NA;NA;"f";0;1;1;"yes";"yes";"yes";120;154;133
"1388";"1999_8732653_hestmannøy";"1999_8732653";"8732653";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";"capt";NA;"f";0;0;0;"no";"yes";"never";120;154;133
"1389";"1999_8732654_hestmannøy";"1999_8732654";"8732654";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";"capt";NA;"f";0;1;1;"yes";"yes";"yes";120;154;133
"1390";"1999_8732656_hestmannøy";"1999_8732656";"8732656";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";"capt";NA;"f";1;1;3;"yes";"yes";"yes";120;154;133
"1391";"2000_8732656_hestmannøy";"2000_8732656";"8732656";"2000_hestmannøy";2000;"hestmannøy";27;0;2;1998;"no";NA;"capt";NA;"f";0;0;0;"no";"yes";"yes";108;121;123
"1392";"1999_8732657_hestmannøy";"1999_8732657";"8732657";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";120;154;133
"1393";"1999_8732659_hestmannøy";"1999_8732659";"8732659";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";NA;NA;"m";1;0;2;"no";"yes";"yes";120;154;133
"1394";"2000_8732659_hestmannøy";"2000_8732659";"8732659";"2000_hestmannøy";2000;"hestmannøy";27;0;2;1998;"no";"obs";"capt";NA;"m";1;2;4;"yes";"yes";"yes";108;121;123
"1395";"2001_8732659_hestmannøy";"2001_8732659";"8732659";"2001_hestmannøy";2001;"hestmannøy";27;0;3;1998;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";105;141;117
"1396";"2002_8732659_hestmannøy";"2002_8732659";"8732659";"2002_hestmannøy";2002;"hestmannøy";27;0;4;1998;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";62;81;75
"1397";"2003_8732659_hestmannøy";"2003_8732659";"8732659";"2003_hestmannøy";2003;"hestmannøy";27;0;5;1998;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"yes";72;191;97
"1398";"2004_8732659_hestmannøy";"2004_8732659";"8732659";"2004_hestmannøy";2004;"hestmannøy";27;0;6;1998;"no";NA;"capt";NA;"m";0;1;1;"yes";"yes";"yes";75;88;94
"1399";"1999_8732660_hestmannøy";"1999_8732660";"8732660";"1999_hestmannøy";1999;"hestmannøy";27;0;1;1998;"no";"obs";NA;NA;"f";1;2;4;"yes";"yes";"yes";120;154;133
"1400";"2000_8732660_hestmannøy";"2000_8732660";"8732660";"2000_hestmannøy";2000;"hestmannøy";27;0;2;1998;"no";"obs";"capt";NA;"f";1;0;2;"no";"yes";"yes";108;121;123
"1401";"2001_8732660_hestmannøy";"2001_8732660";"8732660";"2001_hestmannøy";2001;"hestmannøy";27;0;3;1998;"no";NA;"capt";NA;"f";0;0;0;"no";"yes";"yes";105;141;117
"1402";"1999_8732662_træna";"1999_8732662";"8732662";"1999_træna";1999;"træna";23;1;1;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"no";"never";63;77;62
"1403";"1999_8732663_træna";"1999_8732663";"8732663";"1999_træna";1999;"træna";23;1;1;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"no";"never";63;77;62
"1404";"1999_8732664_træna";"1999_8732664";"8732664";"1999_træna";1999;"træna";23;1;1;1998;"no";"obs";NA;NA;"m";0;0;0;"no";"no";"never";63;77;62
"1405";"1999_8732666_træna";"1999_8732666";"8732666";"1999_træna";1999;"træna";23;1;1;1998;"no";"obs";"capt";NA;"f";0;0;0;"no";"yes";"never";63;77;62
"1406";"1999_8732667_træna";"1999_8732667";"8732667";"1999_træna";1999;"træna";23;1;1;1998;"no";"obs";"capt";NA;"f";0;0;0;"no";"no";"never";63;77;62
"1407";"1999_8732668_selvær";"1999_8732668";"8732668";"1999_selvær";1999;"selvær";24;1;1;1998;"no";"obs";NA;NA;"f";0;0;0;"no";"no";"never";77;92;76
"1408";"1999_8732670_lurøy-onøy";"1999_8732670";"8732670";"1999_lurøy-onøy";1999;"lurøy-onøy";33;0;1;1998;"no";"obs";"capt";NA;"m";0;0;0;"no";"yes";"never";35;108;43
