"Year_ID_Location";"Year_ID";"ID";"Year_Location";"Year";"Location";"Island";"in_out";"Least_age";"Least_hatchyear";"filled";"obs";"capt";"gene_new";"Sex";"Own_survival";"N_Recruits";"r2s";"parent_in_pedigree";"present_in_pedigree";"ever_a_parent";"ringed_ad_recorded";"estimated_pop_size";"observed_breeding_popsize"
"4149";"2004_8943801_aldra";"2004_8943801";"8943801";"2004_aldra";2004;"aldra";38;0;1;2003;"no";NA;"capt";NA;"m";1;1;3;"yes";"yes";"yes";42;53;47
"4150";"2005_8943801_aldra";"2005_8943801";"8943801";"2005_aldra";2005;"aldra";38;0;2;2003;"no";NA;"capt";NA;"m";1;1;3;"yes";"yes";"yes";51;61;57
"4151";"2006_8943801_aldra";"2006_8943801";"8943801";"2006_aldra";2006;"aldra";38;0;3;2003;"no";"obs";"capt";NA;"m";1;0;2;"yes";"yes";"yes";34;37;41
"4152";"2007_8943801_aldra";"2007_8943801";"8943801";"2007_aldra";2007;"aldra";38;0;4;2003;"no";"obs";"capt";NA;"m";1;3;5;"yes";"yes";"yes";38;43;41
"4153";"2008_8943801_aldra";"2008_8943801";"8943801";"2008_aldra";2008;"aldra";38;0;5;2003;"no";"obs";NA;NA;"m";1;0;2;"yes";"yes";"yes";44;52;47
"4154";"2009_8943801_aldra";"2009_8943801";"8943801";"2009_aldra";2009;"aldra";38;0;6;2003;"no";NA;"capt";NA;"m";0;1;1;"yes";"yes";"yes";47;52;49
"4155";"2004_8943802_aldra";"2004_8943802";"8943802";"2004_aldra";2004;"aldra";38;0;1;2003;"no";NA;"capt";NA;"m";1;0;2;"no";"yes";"never";42;53;47
"4156";"2005_8943802_aldra";"2005_8943802";"8943802";"2005_aldra";2005;"aldra";38;0;2;2003;"no";NA;"capt";NA;"m";0;0;0;"no";"yes";"never";51;61;57
"4157";"2004_8943803_aldra";"2004_8943803";"8943803";"2004_aldra";2004;"aldra";38;0;1;2003;"no";"obs";"capt";NA;"f";0;0;0;"yes";"yes";"yes";42;53;47
"4158";"2004_8943804_aldra";"2004_8943804";"8943804";"2004_aldra";2004;"aldra";38;0;1;2003;"no";NA;"capt";NA;"m";1;0;2;"no";"no";"never";42;53;47
"4159";"2005_8943804_aldra";"2005_8943804";"8943804";"2005_aldra";2005;"aldra";38;0;2;2003;"no";NA;"capt";NA;"m";1;0;2;"no";"no";"never";51;61;57
"4160";"2006_8943804_aldra";"2006_8943804";"8943804";"2006_aldra";2006;"aldra";38;0;3;2003;"no";"obs";"capt";NA;"m";1;0;2;"no";"no";"never";34;37;41
"4161";"2007_8943804_aldra";"2007_8943804";"8943804";"2007_aldra";2007;"aldra";38;0;4;2003;"no";"obs";"capt";NA;"m";0;0;0;"no";"no";"never";38;43;41
"4162";"2004_8943805_myken";"2004_8943805";"8943805";"2004_myken";2004;"myken";22;1;1;2003;"no";NA;"capt";NA;"f";0;0;0;"no";"yes";"never";17;25;21
"4163";"2004_8943829_nesøy";"2004_8943829";"8943829";"2004_nesøy";2004;"nesøy";20;0;1;2003;"no";NA;"capt";NA;"f";1;1;3;"yes";"yes";"yes";15;22;18
"4164";"2005_8943829_nesøy";"2005_8943829";"8943829";"2005_nesøy";2005;"nesøy";20;0;2;2003;"no";NA;"capt";NA;"f";0;0;0;"no";"yes";"yes";23;28;26
"4165";"2003_8943836_indre kvarøy";"2003_8943836";"8943836";"2003_indre kvarøy";2003;"indre kvarøy";28;0;1;2002;"gene_new";NA;NA;"gene_new";"m";1;2;4;"yes";"yes";"yes";30;50;36
"4166";"2004_8943836_indre kvarøy";"2004_8943836";"8943836";"2004_indre kvarøy";2004;"indre kvarøy";28;0;2;2002;"no";"obs";"capt";NA;"m";0;0;0;"no";"yes";"yes";24;31;33
"4167";"2004_8943837_indre kvarøy";"2004_8943837";"8943837";"2004_indre kvarøy";2004;"indre kvarøy";28;0;1;2003;"no";"obs";"capt";NA;"f";1;0;2;"no";"yes";"yes";24;31;33
"4168";"2005_8943837_indre kvarøy";"2005_8943837";"8943837";"2005_indre kvarøy";2005;"indre kvarøy";28;0;2;2003;"no";NA;"capt";NA;"f";1;0;2;"no";"yes";"yes";34;58;45
"4169";"2006_8943837_indre kvarøy";"2006_8943837";"8943837";"2006_indre kvarøy";2006;"indre kvarøy";28;0;3;2003;"yes";NA;NA;NA;"f";1;0;2;"no";"yes";"yes";29;39;41
"4170";"2007_8943837_indre kvarøy";"2007_8943837";"8943837";"2007_indre kvarøy";2007;"indre kvarøy";28;0;4;2003;"no";"obs";NA;NA;"f";0;0;0;"yes";"yes";"yes";42;57;56
"4171";"2005_8943857_træna";"2005_8943857";"8943857";"2005_træna";2005;"træna";23;1;1;2004;"yes";NA;NA;NA;"m";1;0;2;"no";"no";"never";36;57;40
"4172";"2006_8943857_træna";"2006_8943857";"8943857";"2006_træna";2006;"træna";23;1;2;2004;"yes";NA;NA;NA;"m";1;0;2;"no";"no";"never";27;76;44
"4173";"2007_8943857_træna";"2007_8943857";"8943857";"2007_træna";2007;"træna";23;1;3;2004;"no";"obs";NA;NA;"m";0;0;0;"no";"no";"never";53;88;59
"4174";"2005_8943880_hestmannøy";"2005_8943880";"8943880";"2005_hestmannøy";2005;"hestmannøy";27;0;1;2004;"yes";NA;NA;NA;"f";1;0;2;"no";"yes";"yes";99;166;132
"4175";"2006_8943880_hestmannøy";"2006_8943880";"8943880";"2006_hestmannøy";2006;"hestmannøy";27;0;2;2004;"yes";NA;NA;NA;"f";1;1;3;"yes";"yes";"yes";116;133;141
"4176";"2007_8943880_hestmannøy";"2007_8943880";"8943880";"2007_hestmannøy";2007;"hestmannøy";27;0;3;2004;"no";NA;"capt";NA;"f";0;1;1;"yes";"yes";"yes";158;172;178
"4177";"2005_8943882_hestmannøy";"2005_8943882";"8943882";"2005_hestmannøy";2005;"hestmannøy";27;0;1;2004;"no";NA;"capt";NA;"m";0;1;1;"yes";"yes";"yes";99;166;132
"4178";"2005_8943889_hestmannøy";"2005_8943889";"8943889";"2005_hestmannøy";2005;"hestmannøy";27;0;1;2004;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";99;166;132
"4179";"2004_8943892_hestmannøy";"2004_8943892";"8943892";"2004_hestmannøy";2004;"hestmannøy";27;0;1;2003;"no";"obs";"capt";NA;"m";1;1;3;"yes";"yes";"yes";75;88;94
"4180";"2005_8943892_hestmannøy";"2005_8943892";"8943892";"2005_hestmannøy";2005;"hestmannøy";27;0;2;2003;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";99;166;132
"4181";"2006_8943892_hestmannøy";"2006_8943892";"8943892";"2006_hestmannøy";2006;"hestmannøy";27;0;3;2003;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";116;133;141
"4182";"2007_8943892_hestmannøy";"2007_8943892";"8943892";"2007_hestmannøy";2007;"hestmannøy";27;0;4;2003;"no";NA;"capt";NA;"m";1;0;2;"yes";"yes";"yes";158;172;178
"4183";"2008_8943892_hestmannøy";"2008_8943892";"8943892";"2008_hestmannøy";2008;"hestmannøy";27;0;5;2003;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"yes";135;153;161
"4184";"2004_8943894_hestmannøy";"2004_8943894";"8943894";"2004_hestmannøy";2004;"hestmannøy";27;0;1;2003;"no";NA;"capt";NA;"f";1;1;3;"yes";"yes";"yes";75;88;94
"4185";"2005_8943894_hestmannøy";"2005_8943894";"8943894";"2005_hestmannøy";2005;"hestmannøy";27;0;2;2003;"no";NA;"capt";NA;"f";1;0;2;"no";"yes";"yes";99;166;132
"4186";"2006_8943894_hestmannøy";"2006_8943894";"8943894";"2006_hestmannøy";2006;"hestmannøy";27;0;3;2003;"no";NA;"capt";NA;"f";1;1;3;"yes";"yes";"yes";116;133;141
"4187";"2007_8943894_hestmannøy";"2007_8943894";"8943894";"2007_hestmannøy";2007;"hestmannøy";27;0;4;2003;"no";NA;"capt";NA;"f";0;0;0;"no";"yes";"yes";158;172;178
"4188";"2005_8943897_hestmannøy";"2005_8943897";"8943897";"2005_hestmannøy";2005;"hestmannøy";27;0;1;2004;"yes";NA;NA;NA;"m";1;5;7;"yes";"yes";"yes";99;166;132
"4189";"2006_8943897_hestmannøy";"2006_8943897";"8943897";"2006_hestmannøy";2006;"hestmannøy";27;0;2;2004;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";116;133;141
"4190";"2007_8943897_hestmannøy";"2007_8943897";"8943897";"2007_hestmannøy";2007;"hestmannøy";27;0;3;2004;"no";NA;"capt";NA;"m";1;0;2;"yes";"yes";"yes";158;172;178
"4191";"2008_8943897_hestmannøy";"2008_8943897";"8943897";"2008_hestmannøy";2008;"hestmannøy";27;0;4;2004;"no";"obs";"capt";NA;"m";0;2;2;"yes";"yes";"yes";135;153;161
"4192";"2006_8981002_hestmannøy";"2006_8981002";"8981002";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";NA;"capt";NA;"f";1;1;3;"yes";"yes";"yes";116;133;141
"4193";"2007_8981002_hestmannøy";"2007_8981002";"8981002";"2007_hestmannøy";2007;"hestmannøy";27;0;2;2005;"no";"obs";"capt";NA;"f";0;0;0;"yes";"yes";"yes";158;172;178
"4194";"2006_8981003_hestmannøy";"2006_8981003";"8981003";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";116;133;141
"4195";"2006_8981005_hestmannøy";"2006_8981005";"8981005";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";"obs";"capt";NA;"m";1;2;4;"yes";"yes";"yes";116;133;141
"4196";"2007_8981005_hestmannøy";"2007_8981005";"8981005";"2007_hestmannøy";2007;"hestmannøy";27;0;2;2005;"no";"obs";"capt";NA;"m";1;0;2;"yes";"yes";"yes";158;172;178
"4197";"2008_8981005_hestmannøy";"2008_8981005";"8981005";"2008_hestmannøy";2008;"hestmannøy";27;0;3;2005;"no";"obs";"capt";NA;"m";1;3;5;"yes";"yes";"yes";135;153;161
"4198";"2009_8981005_hestmannøy";"2009_8981005";"8981005";"2009_hestmannøy";2009;"hestmannøy";27;0;4;2005;"no";"obs";NA;NA;"m";1;0;2;"no";"yes";"yes";138;157;157
"4199";"2010_8981005_hestmannøy";"2010_8981005";"8981005";"2010_hestmannøy";2010;"hestmannøy";27;0;5;2005;"no";"obs";"capt";NA;"m";0;0;0;"yes";"yes";"yes";158;214;203
"4200";"2005_8981007_hestmannøy";"2005_8981007";"8981007";"2005_hestmannøy";2005;"hestmannøy";27;0;1;2004;"no";NA;"capt";NA;"m";1;1;3;"yes";"yes";"yes";99;166;132
"4201";"2006_8981007_hestmannøy";"2006_8981007";"8981007";"2006_hestmannøy";2006;"hestmannøy";27;0;2;2004;"no";NA;"capt";NA;"m";1;4;6;"yes";"yes";"yes";116;133;141
"4202";"2007_8981007_hestmannøy";"2007_8981007";"8981007";"2007_hestmannøy";2007;"hestmannøy";27;0;3;2004;"no";"obs";NA;NA;"m";0;2;2;"yes";"yes";"yes";158;172;178
"4203";"2006_8981008_myken";"2006_8981008";"8981008";"2006_myken";2006;"myken";22;1;1;2005;"yes";NA;NA;NA;"f";1;0;2;"no";"yes";"never";14;27;19
"4204";"2007_8981008_myken";"2007_8981008";"8981008";"2007_myken";2007;"myken";22;1;2;2005;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";15;32;19
"4205";"2006_8981009_hestmannøy";"2006_8981009";"8981009";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";"obs";"capt";NA;"f";1;0;2;"no";"yes";"yes";116;133;141
"4206";"2007_8981009_hestmannøy";"2007_8981009";"8981009";"2007_hestmannøy";2007;"hestmannøy";27;0;2;2005;"no";"obs";"capt";NA;"f";1;0;2;"yes";"yes";"yes";158;172;178
"4207";"2008_8981009_hestmannøy";"2008_8981009";"8981009";"2008_hestmannøy";2008;"hestmannøy";27;0;3;2005;"no";"obs";"capt";NA;"f";0;1;1;"yes";"yes";"yes";135;153;161
"4208";"2006_8981011_hestmannøy";"2006_8981011";"8981011";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";"obs";NA;NA;"m";0;0;0;"no";"no";"never";116;133;141
"4209";"2006_8981012_hestmannøy";"2006_8981012";"8981012";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";NA;"capt";NA;"f";1;0;2;"no";"yes";"yes";116;133;141
"4210";"2007_8981012_hestmannøy";"2007_8981012";"8981012";"2007_hestmannøy";2007;"hestmannøy";27;0;2;2005;"no";"obs";NA;NA;"f";0;0;0;"yes";"yes";"yes";158;172;178
"4211";"2006_8981015_gjerøy";"2006_8981015";"8981015";"2006_gjerøy";2006;"gjerøy";26;0;1;2005;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";49;63;58
"4212";"2006_8981016_gjerøy";"2006_8981016";"8981016";"2006_gjerøy";2006;"gjerøy";26;0;1;2005;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";49;63;58
"4213";"2006_8981018_gjerøy";"2006_8981018";"8981018";"2006_gjerøy";2006;"gjerøy";26;0;1;2005;"no";"obs";"capt";NA;"f";1;0;2;"no";"yes";"yes";49;63;58
"4214";"2007_8981018_gjerøy";"2007_8981018";"8981018";"2007_gjerøy";2007;"gjerøy";26;0;2;2005;"yes";NA;NA;NA;"f";1;4;6;"yes";"yes";"yes";56;108;75
"4215";"2008_8981018_gjerøy";"2008_8981018";"8981018";"2008_gjerøy";2008;"gjerøy";26;0;3;2005;"no";"obs";NA;NA;"f";1;0;2;"yes";"yes";"yes";92;121;103
"4216";"2009_8981018_gjerøy";"2009_8981018";"8981018";"2009_gjerøy";2009;"gjerøy";26;0;4;2005;"no";"obs";NA;NA;"f";0;2;2;"yes";"yes";"yes";88;107;98
"4217";"2006_8981020_gjerøy";"2006_8981020";"8981020";"2006_gjerøy";2006;"gjerøy";26;0;1;2005;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";49;63;58
"4218";"2007_8981020_gjerøy";"2007_8981020";"8981020";"2007_gjerøy";2007;"gjerøy";26;0;2;2005;"gene_new";NA;NA;"gene_new";"m";0;0;0;"yes";"yes";"yes";56;108;75
"4219";"2006_8981021_gjerøy";"2006_8981021";"8981021";"2006_gjerøy";2006;"gjerøy";26;0;1;2005;"no";"obs";"capt";NA;"m";0;0;0;"no";"yes";"never";49;63;58
"4220";"2006_8981024_hestmannøy";"2006_8981024";"8981024";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";NA;"capt";NA;"f";1;1;3;"yes";"yes";"yes";116;133;141
"4221";"2007_8981024_hestmannøy";"2007_8981024";"8981024";"2007_hestmannøy";2007;"hestmannøy";27;0;2;2005;"no";"obs";NA;NA;"f";1;0;2;"yes";"yes";"yes";158;172;178
"4222";"2008_8981024_hestmannøy";"2008_8981024";"8981024";"2008_hestmannøy";2008;"hestmannøy";27;0;3;2005;"no";"obs";"capt";NA;"f";0;1;1;"yes";"yes";"yes";135;153;161
"4223";"2006_8981025_hestmannøy";"2006_8981025";"8981025";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";116;133;141
"4224";"2007_8981025_hestmannøy";"2007_8981025";"8981025";"2007_hestmannøy";2007;"hestmannøy";27;0;2;2005;"no";"obs";NA;NA;"m";1;0;2;"no";"yes";"yes";158;172;178
"4225";"2008_8981025_hestmannøy";"2008_8981025";"8981025";"2008_hestmannøy";2008;"hestmannøy";27;0;3;2005;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";135;153;161
"4226";"2009_8981025_hestmannøy";"2009_8981025";"8981025";"2009_hestmannøy";2009;"hestmannøy";27;0;4;2005;"no";"obs";"capt";NA;"m";0;3;3;"yes";"yes";"yes";138;157;157
"4227";"2006_8981026_hestmannøy";"2006_8981026";"8981026";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";NA;"capt";NA;"f";1;0;2;"no";"yes";"yes";116;133;141
"4228";"2007_8981026_hestmannøy";"2007_8981026";"8981026";"2007_hestmannøy";2007;"hestmannøy";27;0;2;2005;"no";"obs";NA;NA;"f";0;0;0;"yes";"yes";"yes";158;172;178
"4229";"2006_8981027_hestmannøy";"2006_8981027";"8981027";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";116;133;141
"4230";"2006_8981029_nesøy";"2006_8981029";"8981029";"2006_nesøy";2006;"nesøy";20;0;1;2005;"no";NA;"capt";NA;"f";0;1;1;"yes";"yes";"yes";13;21;18
"4231";"2006_8981030_nesøy";"2006_8981030";"8981030";"2006_nesøy";2006;"nesøy";20;0;1;2005;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"yes";13;21;18
"4232";"2007_8981030_nesøy";"2007_8981030";"8981030";"2007_nesøy";2007;"nesøy";20;0;2;2005;"no";"obs";"capt";NA;"m";0;1;1;"yes";"yes";"yes";10;12;14
"4233";"2004_8981031_gjerøy";"2004_8981031";"8981031";"2004_gjerøy";2004;"gjerøy";26;0;1;2003;"gene_new";NA;NA;"gene_new";"m";1;2;4;"yes";"yes";"yes";48;58;52
"4234";"2005_8981031_gjerøy";"2005_8981031";"8981031";"2005_gjerøy";2005;"gjerøy";26;0;2;2003;"no";NA;"capt";NA;"m";1;2;4;"yes";"yes";"yes";42;58;51
"4235";"2006_8981031_gjerøy";"2006_8981031";"8981031";"2006_gjerøy";2006;"gjerøy";26;0;3;2003;"no";"obs";NA;NA;"m";1;2;4;"yes";"yes";"yes";49;63;58
"4236";"2007_8981031_gjerøy";"2007_8981031";"8981031";"2007_gjerøy";2007;"gjerøy";26;0;4;2003;"no";"obs";NA;NA;"m";1;2;4;"yes";"yes";"yes";56;108;75
"4237";"2008_8981031_gjerøy";"2008_8981031";"8981031";"2008_gjerøy";2008;"gjerøy";26;0;5;2003;"no";"obs";"capt";NA;"m";1;0;2;"yes";"yes";"yes";92;121;103
"4238";"2009_8981031_gjerøy";"2009_8981031";"8981031";"2009_gjerøy";2009;"gjerøy";26;0;6;2003;"no";"obs";NA;NA;"m";0;4;4;"yes";"yes";"yes";88;107;98
"4239";"2006_8981032_gjerøy";"2006_8981032";"8981032";"2006_gjerøy";2006;"gjerøy";26;0;1;2005;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"never";49;63;58
"4240";"2006_8981033_gjerøy";"2006_8981033";"8981033";"2006_gjerøy";2006;"gjerøy";26;0;1;2005;"no";"obs";"capt";NA;"m";1;1;3;"yes";"yes";"yes";49;63;58
"4241";"2007_8981033_gjerøy";"2007_8981033";"8981033";"2007_gjerøy";2007;"gjerøy";26;0;2;2005;"no";"obs";NA;NA;"m";0;3;3;"yes";"yes";"yes";56;108;75
"4242";"2006_8981036_gjerøy";"2006_8981036";"8981036";"2006_gjerøy";2006;"gjerøy";26;0;1;2005;"no";"obs";"capt";NA;"f";1;0;2;"no";"yes";"yes";49;63;58
"4243";"2007_8981036_gjerøy";"2007_8981036";"8981036";"2007_gjerøy";2007;"gjerøy";26;0;2;2005;"gene_new";NA;NA;"gene_new";"f";0;0;0;"yes";"yes";"yes";56;108;75
"4244";"2003_8981038_aldra";"2003_8981038";"8981038";"2003_aldra";2003;"aldra";38;0;1;2002;"gene_new";NA;NA;"gene_new";"m";1;4;6;"yes";"yes";"yes";30;36;37
"4245";"2004_8981038_aldra";"2004_8981038";"8981038";"2004_aldra";2004;"aldra";38;0;2;2002;"gene_new";NA;NA;"gene_new";"m";1;1;3;"yes";"yes";"yes";42;53;47
"4246";"2005_8981038_aldra";"2005_8981038";"8981038";"2005_aldra";2005;"aldra";38;0;3;2002;"no";NA;"capt";NA;"m";1;1;3;"yes";"yes";"yes";51;61;57
"4247";"2006_8981038_aldra";"2006_8981038";"8981038";"2006_aldra";2006;"aldra";38;0;4;2002;"no";"obs";NA;NA;"m";1;2;4;"yes";"yes";"yes";34;37;41
"4248";"2007_8981038_aldra";"2007_8981038";"8981038";"2007_aldra";2007;"aldra";38;0;5;2002;"no";"obs";"capt";NA;"m";1;3;5;"yes";"yes";"yes";38;43;41
"4249";"2008_8981038_aldra";"2008_8981038";"8981038";"2008_aldra";2008;"aldra";38;0;6;2002;"no";NA;"capt";NA;"m";1;1;3;"yes";"yes";"yes";44;52;47
"4250";"2009_8981038_aldra";"2009_8981038";"8981038";"2009_aldra";2009;"aldra";38;0;7;2002;"no";NA;"capt";NA;"m";0;0;0;"yes";"yes";"yes";47;52;49
"4251";"2006_8981229_træna";"2006_8981229";"8981229";"2006_træna";2006;"træna";23;1;1;2005;"yes";NA;NA;NA;"f";1;0;2;"no";"yes";"never";27;76;44
"4252";"2007_8981229_træna";"2007_8981229";"8981229";"2007_træna";2007;"træna";23;1;2;2005;"no";"obs";NA;NA;"f";1;0;2;"no";"yes";"never";53;88;59
"4253";"2008_8981229_træna";"2008_8981229";"8981229";"2008_træna";2008;"træna";23;1;3;2005;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";23;28;27
"4254";"2006_8981237_træna";"2006_8981237";"8981237";"2006_træna";2006;"træna";23;1;1;2005;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"never";27;76;44
"4255";"2007_8981237_træna";"2007_8981237";"8981237";"2007_træna";2007;"træna";23;1;2;2005;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"never";53;88;59
"4256";"2006_8981241_selvær";"2006_8981241";"8981241";"2006_selvær";2006;"selvær";24;1;1;2005;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"never";30;47;47
"4257";"2007_8981241_selvær";"2007_8981241";"8981241";"2007_selvær";2007;"selvær";24;1;2;2005;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"never";42;60;62
"4258";"2006_8981243_lurøy-onøy";"2006_8981243";"8981243";"2006_lurøy-onøy";2006;"lurøy-onøy";33;0;1;2005;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";21;30;27
"4259";"2007_8981243_lurøy-onøy";"2007_8981243";"8981243";"2007_lurøy-onøy";2007;"lurøy-onøy";33;0;2;2005;"no";"obs";"capt";NA;"m";1;1;3;"yes";"yes";"yes";18;30;20
"4260";"2008_8981243_lurøy-onøy";"2008_8981243";"8981243";"2008_lurøy-onøy";2008;"lurøy-onøy";33;0;3;2005;"no";NA;"capt";NA;"m";1;0;2;"no";"yes";"yes";16;20;15
"4261";"2009_8981243_lurøy-onøy";"2009_8981243";"8981243";"2009_lurøy-onøy";2009;"lurøy-onøy";33;0;4;2005;"no";"obs";NA;NA;"m";0;2;2;"yes";"yes";"yes";10;13;11
"4262";"2006_8981247_hestmannøy";"2006_8981247";"8981247";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"never";116;133;141
"4263";"2007_8981247_hestmannøy";"2007_8981247";"8981247";"2007_hestmannøy";2007;"hestmannøy";27;0;2;2005;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"never";158;172;178
"4264";"2006_8981248_hestmannøy";"2006_8981248";"8981248";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";NA;"capt";NA;"m";1;1;3;"yes";"yes";"yes";116;133;141
"4265";"2007_8981248_hestmannøy";"2007_8981248";"8981248";"2007_hestmannøy";2007;"hestmannøy";27;0;2;2005;"no";"obs";NA;NA;"m";1;0;2;"no";"yes";"yes";158;172;178
"4266";"2008_8981248_hestmannøy";"2008_8981248";"8981248";"2008_hestmannøy";2008;"hestmannøy";27;0;3;2005;"no";"obs";"capt";NA;"m";1;1;3;"yes";"yes";"yes";135;153;161
"4267";"2009_8981248_hestmannøy";"2009_8981248";"8981248";"2009_hestmannøy";2009;"hestmannøy";27;0;4;2005;"no";"obs";NA;NA;"m";0;1;1;"yes";"yes";"yes";138;157;157
"4268";"2006_8981253_hestmannøy";"2006_8981253";"8981253";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";NA;"capt";NA;"f";0;0;0;"no";"yes";"never";116;133;141
"4269";"2006_8981262_myken";"2006_8981262";"8981262";"2006_myken";2006;"myken";22;1;1;2005;"no";"obs";NA;NA;"f";0;0;0;"no";"yes";"never";14;27;19
"4270";"2006_8981263_myken";"2006_8981263";"8981263";"2006_myken";2006;"myken";22;1;1;2005;"no";"obs";NA;NA;"m";0;0;0;"no";"no";"never";14;27;19
"4271";"2006_8981264_hestmannøy";"2006_8981264";"8981264";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";"obs";"capt";NA;"f";0;5;5;"yes";"yes";"yes";116;133;141
"4272";"2006_8981265_hestmannøy";"2006_8981265";"8981265";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"yes";116;133;141
"4273";"2007_8981265_hestmannøy";"2007_8981265";"8981265";"2007_hestmannøy";2007;"hestmannøy";27;0;2;2005;"no";"obs";"capt";NA;"m";1;1;3;"yes";"yes";"yes";158;172;178
"4274";"2008_8981265_hestmannøy";"2008_8981265";"8981265";"2008_hestmannøy";2008;"hestmannøy";27;0;3;2005;"no";"obs";NA;NA;"m";0;0;0;"no";"yes";"yes";135;153;161
"4275";"2005_8981266_hestmannøy";"2005_8981266";"8981266";"2005_hestmannøy";2005;"hestmannøy";27;0;1;2004;"no";NA;"capt";NA;"f";1;1;3;"yes";"yes";"yes";99;166;132
"4276";"2006_8981266_hestmannøy";"2006_8981266";"8981266";"2006_hestmannøy";2006;"hestmannøy";27;0;2;2004;"no";"obs";"capt";NA;"f";0;2;2;"yes";"yes";"yes";116;133;141
"4277";"2006_8981267_hestmannøy";"2006_8981267";"8981267";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";"obs";"capt";NA;"f";1;3;5;"yes";"yes";"yes";116;133;141
"4278";"2007_8981267_hestmannøy";"2007_8981267";"8981267";"2007_hestmannøy";2007;"hestmannøy";27;0;2;2005;"no";"obs";"capt";NA;"f";1;3;5;"yes";"yes";"yes";158;172;178
"4279";"2008_8981267_hestmannøy";"2008_8981267";"8981267";"2008_hestmannøy";2008;"hestmannøy";27;0;3;2005;"no";"obs";NA;NA;"f";0;2;2;"yes";"yes";"yes";135;153;161
"4280";"2006_8981268_hestmannøy";"2006_8981268";"8981268";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";116;133;141
"4281";"2007_8981268_hestmannøy";"2007_8981268";"8981268";"2007_hestmannøy";2007;"hestmannøy";27;0;2;2005;"no";"obs";"capt";NA;"m";1;2;4;"yes";"yes";"yes";158;172;178
"4282";"2008_8981268_hestmannøy";"2008_8981268";"8981268";"2008_hestmannøy";2008;"hestmannøy";27;0;3;2005;"no";"obs";"capt";NA;"m";0;2;2;"yes";"yes";"yes";135;153;161
"4283";"2006_8981270_hestmannøy";"2006_8981270";"8981270";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"no";"obs";"capt";NA;"m";1;0;2;"no";"yes";"yes";116;133;141
"4284";"2007_8981270_hestmannøy";"2007_8981270";"8981270";"2007_hestmannøy";2007;"hestmannøy";27;0;2;2005;"no";NA;"capt";NA;"m";1;3;5;"yes";"yes";"yes";158;172;178
"4285";"2008_8981270_hestmannøy";"2008_8981270";"8981270";"2008_hestmannøy";2008;"hestmannøy";27;0;3;2005;"gene_new";NA;NA;"gene_new";"m";0;1;1;"yes";"yes";"yes";135;153;161
"4286";"2006_8981272_hestmannøy";"2006_8981272";"8981272";"2006_hestmannøy";2006;"hestmannøy";27;0;1;2005;"yes";NA;NA;NA;"m";1;0;2;"no";"yes";"yes";116;133;141
